date_complete,annee,pays,zone,localite,activite,type_attaque,sexe,age,tranche_age,geocoded_query,latitude,longitude,geocode_status,geocode_source
1852-08-07,1852,TONGA,Tongatapu,,Fell overboard,Unprovoked,M,,,"Tongatapu, TONGA",,,not_requested,Nominatim/OpenStreetMap
1852-05-24,1852,SOUTH AFRICA,KwaZulu-Natal,Durban Bay,Swimming from capsized boat,Unprovoked,M,,,"Durban Bay, KwaZulu-Natal, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
1852-10-09,1852,AUSTRALIA,New South Wales,Coalcliff,Fell overboard,Unprovoked,M,,,"Coalcliff, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1853-01-01,1853,USA,South Carolina,Off the Battery,He was fighting a shark when his boat capsized & he disappeared,Invalid,M,,,"Off the Battery, South Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
,1853,USA,North Carolina,"Morehead, Carteret County",Hard hat diving,Unprovoked,M,,,"Morehead, Carteret County, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
1853-09-28,1853,USA,North Carolina,"Morehead, Carteret County",Commercial Salvage Diving,Unprovoked,M,,,"Morehead, Carteret County, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
,1853,USA,Florida,"Near Fernandina Bar, Nassau County",Knocked overboard,Unprovoked,M,,,"Near Fernandina Bar, Nassau County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1853-01-01,1853,AUSTRALIA,Queensland,Moreton Bay,Fell into the water,Unprovoked,M,,,"Moreton Bay, Queensland, AUSTRALIA",-27.2397819,153.2539994,geocoded,Nominatim/OpenStreetMap
1853-04-29,1853,GREECE,Corfu,,Swimming,Unprovoked,M,,,"Corfu, GREECE",,,not_requested,Nominatim/OpenStreetMap
1853-11-08,1853,AUSTRALIA,New South Wales,,Swimming,Unprovoked,M,,,"New South Wales, AUSTRALIA",-32.1629594,147.0320469,geocoded,Nominatim/OpenStreetMap
1853-07-13,1853,USA,South Carolina,"Charleston Harbor, Charleston County",Swimming,Unprovoked,M,,,"Charleston Harbor, Charleston County, South Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
1855-02-12,1855,SOLOMON ISLANDS,Makira-Ulawa Province,Makira Island (Formerly San Cristobal),Swimming,Unprovoked,M,,,"Makira Island (Formerly San Cristobal), Makira-Ulawa Province, SOLOMON ISLANDS",,,not_requested,Nominatim/OpenStreetMap
1855-09-30,1855,USA,North Carolina,Cape Hatteras,ship William Penn grounded & broke apart,Sea Disaster,M,,,"Cape Hatteras, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
,1855,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,Invalid,M,,,"Sydney Harbor, New South Wales, AUSTRALIA",-33.8661645,151.1995721,geocoded,Nominatim/OpenStreetMap
1855-11-11,1855,AUSTRALIA,Victoria,Melbourne,Swimming,Unprovoked,M,,,"Melbourne, Victoria, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1855-03-28,1855,AUSTRALIA,South Australia,Port Wakefield,Fell overboard from the Sobella,Unprovoked,M,,,"Port Wakefield, South Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1855-04-09,1855,AUSTRALIA,South Australia,Port Wakefield,Fell overboard from the Malacca,Unprovoked,F,2.0,0-9,"Port Wakefield, South Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1856-11-25,1856,FIJI,,,Swimming,Unprovoked,M,,,FIJI,-18.1239696,179.0122737,geocoded,Nominatim/OpenStreetMap
1856-02-06,1856,AUSTRALIA,Victoria,Point Henry,Swimming,Unprovoked,M,17.0,10-19,"Point Henry, Victoria, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1856-06-21,1856,ENGLAND,Isle of Wight,Colwell Bay,Swimming,Unprovoked,M,,,"Colwell Bay, Isle of Wight, ENGLAND",,,not_requested,Nominatim/OpenStreetMap
1857-05-05,1857,USA,Florida,"Cape Sable, Monroe County",Swimming,Unprovoked,M,,,"Cape Sable, Monroe County, Florida, USA",,,not_requested,Nominatim/OpenStreetMap
1858-08-23,1858,USA,New York,"Staten Island, Richmond County",Swimming,Invalid,M,,,"Staten Island, Richmond County, New York, USA",,,not_requested,Nominatim/OpenStreetMap
1858-01-14,1858,USA,Hawaii,,Swimming,Unprovoked,M,,,"Hawaii, USA",19.5938015,-155.4283701,geocoded,Nominatim/OpenStreetMap
1858-03-14,1858,AUSTRALIA,Victoria,Hobson Bay,Bathing,Unprovoked,M,22.0,20-29,"Hobson Bay, Victoria, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1858-08-17,1858,USA,New York,"Staten Island, Richmond County",Swimming,Invalid,M,,,"Staten Island, Richmond County, New York, USA",,,not_requested,Nominatim/OpenStreetMap
1858-04-04,1858,TOBAGO,,Rocky Bay,Bathing,Unprovoked,M,,,"Rocky Bay, TOBAGO",,,not_requested,Nominatim/OpenStreetMap
1858-01-09,1858,TONGA,Vava'u,,Jumped overboard while intoxicated,Unprovoked,M,,,"Vava'u, TONGA",,,not_requested,Nominatim/OpenStreetMap
1859-03-16,1859,USA,Hawaii,Off Kawaihae,Fell overboard,Unprovoked,M,21.0,20-29,"Off Kawaihae, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
1860-10-01,1860,CANADA,Nova Scotia,Cape Canso,Gloucester fishing schooner run down,Sea Disaster,M,,,"Cape Canso, Nova Scotia, CANADA",,,not_requested,Nominatim/OpenStreetMap
1860-04-01,1860,NEW ZEALAND,North Island,"Princes Wharf, Auckland Harbor",Swimming,Unprovoked,M,,,"Princes Wharf, Auckland Harbor, North Island, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
1860-08-01,1860,USA,New York,Brooklyn,Swimming,Unprovoked,M,,,"Brooklyn, New York, USA",,,not_requested,Nominatim/OpenStreetMap
1860-03-27,1860,COOK ISLANDS,Mangaia Island,,43-ton schooner Irene capsized & sank,Sea Disaster,M,,,"Mangaia Island, COOK ISLANDS",,,not_requested,Nominatim/OpenStreetMap
1860-12-26,1860,AUSTRALIA,New South Wales,"The Domain, Sydney",Bathing,Unprovoked,M,,,"The Domain, Sydney, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1860-03-11,1860,BAHAMAS,New Providence Island,Nassau,"In boat being towed by ship, Karnak",Unprovoked,M,,,"Nassau, New Providence Island, BAHAMAS",,,not_requested,Nominatim/OpenStreetMap
1860-04-01,1860,NEW ZEALAND,North Island,"St. George's Bay, Auckland Harbor",Bathing,Unprovoked,M,,,"St. George's Bay, Auckland Harbor, North Island, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
1861-01-15,1861,AUSTRALIA,Queensland,Cleveland,Bathing,Unprovoked,M,,,"Cleveland, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1861-09-25,1861,CUBA,,60 miles off Trinidad de Cuba,Deserting the bark Nazarene,Unprovoked,M,,,"60 miles off Trinidad de Cuba, CUBA",,,not_requested,Nominatim/OpenStreetMap
1861-03-01,1861,NEW ZEALAND,North Island,"Wynyard Wharf, Auckland Harbor",Bathing,Unprovoked,M,,,"Wynyard Wharf, Auckland Harbor, North Island, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
1861-11-10,1861,SINGAPORE,,,Bathing alongside the American ship Thomas W. Sears,Unprovoked,M,,,SINGAPORE,,,not_requested,Nominatim/OpenStreetMap
1861-02-12,1861,EQUATORIAL GUINEA / CAMEROON,Fernando Po Island,,Swimming,Unprovoked,M,,,"Fernando Po Island, EQUATORIAL GUINEA / CAMEROON",,,not_requested,Nominatim/OpenStreetMap
1862-05-05,1862,SOUTH AFRICA,KwaZulu-Natal,Durban,Bathing,Unprovoked,M,,,"Durban, KwaZulu-Natal, SOUTH AFRICA",-29.8618145,31.009909,geocoded,Nominatim/OpenStreetMap
1862-12-04,1862,NEW ZEALAND,South Island,Lyttleton?,Inconnue,Invalid,,,,"Lyttleton?, South Island, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
1862-06-03,1862,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,Inconnue,Unprovoked,M,,,"Durban Harbor, KwaZulu-Natal, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
,1862,USA,Hawaii,Puna,Inconnue,Unprovoked,F,,,"Puna, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
1862-07-13,1862,SPAIN,Cádiz,Off Algeciras,Swimming alongside the SS Kearsarge,Unprovoked,M,,,"Off Algeciras, Cádiz, SPAIN",,,not_requested,Nominatim/OpenStreetMap
1862-07-14,1862,SPAIN,Cádiz,Off Algeciras,Inconnue,Unprovoked,M,18.0,10-19,"Off Algeciras, Cádiz, SPAIN",,,not_requested,Nominatim/OpenStreetMap
1862-12-19,1862,AUSTRALIA,Queensland,Brisbane River,Trying to catch a wounded bird,Unprovoked,M,,,"Brisbane River, Queensland, AUSTRALIA",-27.1609698,152.5361974,geocoded,Nominatim/OpenStreetMap
1862-01-01,1862,JAPAN,Bonin Islands,,Boat of a Hawaiian brig was stove in by  whale,Unprovoked,M,,,"Bonin Islands, JAPAN",,,not_requested,Nominatim/OpenStreetMap
1862-12-22,1862,NEW ZEALAND,North Island,"Soldier's Point, Brick Bay, Auckland",Swimming,Unprovoked,M,28.0,20-29,"Soldier's Point, Brick Bay, Auckland, North Island, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
1862-07-25,1862,SPAIN,Malaga,San Andres Beach,Swimming,Unprovoked,M,18.0,10-19,"San Andres Beach, Malaga, SPAIN",,,not_requested,Nominatim/OpenStreetMap
1862-08-02,1862,SPAIN,Malaga,Fuengirola,Inconnue,Invalid,M,,,"Fuengirola, Malaga, SPAIN",,,not_requested,Nominatim/OpenStreetMap
1862-08-15,1862,SPAIN,,A Spanish port,Bathing,Unprovoked,F,,,"A Spanish port, SPAIN",,,not_requested,Nominatim/OpenStreetMap
1863-07-09,1863,USA,Hawaii,Palama,Fishing,Provoked,M,,,"Palama, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
1863-02-05,1863,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban","Swimming, caught in strong backwash & disappeared",Invalid,M,26.0,20-29,"Back Beach, Durban, KwaZulu-Natal, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
1863-01-01,1863,CEYLON,,,Fell overboard,Unprovoked,M,,,CEYLON,,,not_requested,Nominatim/OpenStreetMap
1863-04-01,1863,AUSTRALIA,Queensland,Caloundra Heads,Launching a boat,Unprovoked,M,,,"Caloundra Heads, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1863-01-01,1863,CEYLON,,,Fell overboard,Unprovoked,M,,,CEYLON,,,not_requested,Nominatim/OpenStreetMap
1863-09-13,1863,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Bathing,Unprovoked,M,,,"Stono Inlet, near Charleston, Charleston County, South Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
1863-12-14,1863,GUINEA,Conakry Region,Ile de Loss,"Bathing near whaling ship (bark A. R. Tucker of New Bedford, Massachusetts)",Unprovoked,M,18.0,10-19,"Ile de Loss, Conakry Region, GUINEA",,,not_requested,Nominatim/OpenStreetMap
1863-01-01,1863,GREECE,Corfu,,Swimming,Unprovoked,M,,,"Corfu, GREECE",,,not_requested,Nominatim/OpenStreetMap
1863-01-01,1863,ANDAMAN ISLANDS,,,Fell overboard,Unprovoked,M,,,ANDAMAN ISLANDS,,,not_requested,Nominatim/OpenStreetMap
1863-01-10,1863,AUSTRALIA,New South Wales,Bellynahinch on the Manning River,Bathing,Unprovoked,M,17.0,10-19,"Bellynahinch on the Manning River, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1863-03-05,1863,AUSTRALIA,Victoria,Brighton,Floating on back,Unprovoked,M,,,"Brighton, Victoria, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1864-01-01,1864,INDONESIA,Sumatra,Off Acheen Head,Reaching for life preserver,Unprovoked,M,,,"Off Acheen Head, Sumatra, INDONESIA",,,not_requested,Nominatim/OpenStreetMap
1864-01-16,1864,NEW ZEALAND,Foveaux Strait,Stewart Island,Boat swamped,Unprovoked,M,,,"Stewart Island, Foveaux Strait, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
1864-05-01,1864,MAURITIUS,300 miles east of Mauritius,,Fell overboard,Unprovoked,M,,,"300 miles east of Mauritius, MAURITIUS",,,not_requested,Nominatim/OpenStreetMap
1864-08-12,1864,USA,New York,Mahattan,Swimming,Unprovoked,M,13.0,10-19,"Mahattan, New York, USA",,,not_requested,Nominatim/OpenStreetMap
1864-10-02,1864,USA,North Carolina,"Cedar Island, Carteret County",Wreck of the Aphrodite,Sea Disaster,M,,,"Cedar Island, Carteret County, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
1864-09-01,1864,SCOTLAND,Edinburgh,Granton,Inconnue,Unprovoked,M,,,"Granton, Edinburgh, SCOTLAND",,,not_requested,Nominatim/OpenStreetMap
1864-01-27,1864,PANAMA,Colón Province,Aspinwall (Colón),Coming ashore on a hawser,Unprovoked,M,,,"Aspinwall (Colón), Colón Province, PANAMA",,,not_requested,Nominatim/OpenStreetMap
1864-09-18,1864,FRANCE,Alpes Maritime,Antibes,Dragging a shark,Provoked,M,,,"Antibes, Alpes Maritime, FRANCE",,,not_requested,Nominatim/OpenStreetMap
1864-01-01,1864,AUSTRALIA,South Australia,"Corio Bay, Port Phillip",Swimming,Invalid,M,,,"Corio Bay, Port Phillip, South Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1864-04-09,1864,CHINA,,Macao Harbor,Swimming,Unprovoked,M,,,"Macao Harbor, CHINA",,,not_requested,Nominatim/OpenStreetMap
1864-04-01,1864,MAURITIUS,,,Fell overboard,Unprovoked,M,,,MAURITIUS,,,not_requested,Nominatim/OpenStreetMap
1864-07-25,1864,SPAIN,Eastern Catalona,Badalona,Bathing,Unprovoked,M,,,"Badalona, Eastern Catalona, SPAIN",,,not_requested,Nominatim/OpenStreetMap
1864-01-02,1864,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",Standing / Bathing,Unprovoked,M,,,"Brickfield Bay, Auckland Harbour, North Island, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
1864-08-01,1864,MADAGASCAR,,,Fell overboard,Unprovoked,M,,,MADAGASCAR,,,not_requested,Nominatim/OpenStreetMap
1865-03-01,1865,SOUTH AFRICA,Western Cape Province,St. Helena Bay,Fishing,Watercraft,M,,,"St. Helena Bay, Western Cape Province, SOUTH AFRICA",,,not_requested,Nominatim/OpenStreetMap
1865-01-01,1865,AUSTRALIA,South Australia,Semaphore,Boarding a ship,Watercraft,,,,"Semaphore, South Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1865-07-14,1865,USA,Texas,Brazos,Bathing,Unprovoked,M,,,"Brazos, Texas, USA",,,not_requested,Nominatim/OpenStreetMap
1865-09-02,1865,USA,New York,"Greenport Sound, Long Island",Swimming alongside the schooner Catherine Wilcox,Unprovoked,M,17.0,10-19,"Greenport Sound, Long Island, New York, USA",,,not_requested,Nominatim/OpenStreetMap
1866-07-09,1866,USA,Alabama,Mobile Bay,Bathing,Unprovoked,M,,,"Mobile Bay, Alabama, USA",,,not_requested,Nominatim/OpenStreetMap
1866-04-24,1866,AUSTRALIA,Western Australia,Off De Grey river,Fell overboard,Invalid,M,,,"Off De Grey river, Western Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1867-01-01,1867,CUBA,Matanzas Province (north coast),Matanzas,Painting a ship,Unprovoked,M,,,"Matanzas, Matanzas Province (north coast), CUBA",,,not_requested,Nominatim/OpenStreetMap
1867-01-26,1867,AUSTRALIA,Victoria,Queenscliff,Inconnue,Watercraft,,,,"Queenscliff, Victoria, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1867-08-01,1867,MEXICO,Veracruz,Vera Cruz Harbor,boat from the Austrian ship Elizabeth,Unprovoked,M,,,"Vera Cruz Harbor, Veracruz, MEXICO",,,not_requested,Nominatim/OpenStreetMap
1867-06-26,1867,CUBA,Villa Clara Province,Remedios,boat from ship Josephine capsized in squall,Sea Disaster,M,,,"Remedios, Villa Clara Province, CUBA",,,not_requested,Nominatim/OpenStreetMap
1867-08-22,1867,EGYPT,,Port Said,Swimming,Unprovoked,M,,,"Port Said, EGYPT",,,not_requested,Nominatim/OpenStreetMap
1868-01-17,1868,VIETNAM,,Cohong,A junk foundered,Sea Disaster,M,,,"Cohong, VIETNAM",,,not_requested,Nominatim/OpenStreetMap
1868-09-01,1868,ITALY,Adriatic Sea,Trieste,Inconnue,Unprovoked,M,,,"Trieste, Adriatic Sea, ITALY",,,not_requested,Nominatim/OpenStreetMap
,1868,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",Bathing close inshore,Unprovoked,M,,,"Brickfield Bay, Auckland Harbour, North Island, NEW ZEALAND",,,not_requested,Nominatim/OpenStreetMap
,1868,AUSTRALIA,Torres Strait,South Aroo Island,Swimming,Unprovoked,M,,,"South Aroo Island, Torres Strait, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1868-05-13,1868,INDIA,Hoogly River,Ghat,Standing,Unprovoked,M,35.0,30-39,"Ghat, Hoogly River, INDIA",,,not_requested,Nominatim/OpenStreetMap
1868-01-04,1868,AUSTRALIA,South Australia,Belfast (now Port Fairy),Fishing,Sea Disaster,,,,"Belfast (now Port Fairy), South Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1869-04-15,1869,AUSTRALIA,South Australia,Cape Elizabeth,Net fishing,Unprovoked,M,,,"Cape Elizabeth, South Australia, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1870-05-18,1870,INDIA,"22ºN, 88ºE","Hatkolah, Ghat,",Bathing,Unprovoked,M,39.0,30-39,"Hatkolah, Ghat,, 22ºN, 88ºE, INDIA",,,not_requested,Nominatim/OpenStreetMap
1870-01-09,1870,AUSTRALIA,Queensland,Brisbane River,Bathing,Unprovoked,M,17.0,10-19,"Brisbane River, Queensland, AUSTRALIA",-27.1609698,152.5361974,geocoded,Nominatim/OpenStreetMap
1870-07-27,1870,USA,North Carolina,"Smithville (now Southport), Brunswick County",Bathing,Unprovoked,M,,,"Smithville (now Southport), Brunswick County, North Carolina, USA",,,not_requested,Nominatim/OpenStreetMap
1870-05-26,1870,AUSTRALIA,Queensland,Moreton Island,Fishing,Unprovoked,M,13.0,10-19,"Moreton Island, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1870-06-01,1870,INDIA,West Bengal,"Hoogly River, Calcutta",Bathing / standing,Unprovoked,M,40.0,40-49,"Hoogly River, Calcutta, West Bengal, INDIA",,,not_requested,Nominatim/OpenStreetMap
1870-05-11,1870,INDIA,"22ºN, 88ºE",Near Sobah Bazar,Bathing,Unprovoked,M,40.0,40-49,"Near Sobah Bazar, 22ºN, 88ºE, INDIA",,,not_requested,Nominatim/OpenStreetMap
1870-06-19,1870,INDIA,"22ºN, 88ºE","Calcutta, Hoogly River at  one of the ghats",Bathing,Unprovoked,M,40.0,40-49,"Calcutta, Hoogly River at  one of the ghats, 22ºN, 88ºE, INDIA",,,not_requested,Nominatim/OpenStreetMap
,1870,AUSTRALIA,Tasmania,Derwent River,Canoeing,Invalid,M,,,"Derwent River, Tasmania, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1871-05-22,1871,SRI LANKA,Eastern Province,Trincomalee,Bathing,Unprovoked,M,,,"Trincomalee, Eastern Province, SRI LANKA",,,not_requested,Nominatim/OpenStreetMap
1871-01-01,1871,AUSTRALIA,New South Wales,Manning River,Inconnue,Unprovoked,M,,,"Manning River, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1871-05-13,1871,GUYANA,,Demerara,Suicide,Invalid,M,,,"Demerara, GUYANA",,,not_requested,Nominatim/OpenStreetMap
1871-12-11,1871,AUSTRALIA,New South Wales,Hawkesbury River,Inconnue,Invalid,M,,,"Hawkesbury River, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1871-08-29,1871,USA,Hawaii,,Fishing,Unprovoked,M,,,"Hawaii, USA",19.5938015,-155.4283701,geocoded,Nominatim/OpenStreetMap
,1871,AUSTRALIA,Queensland,Brisbane River,Inconnue,Unprovoked,M,,,"Brisbane River, Queensland, AUSTRALIA",-27.1609698,152.5361974,geocoded,Nominatim/OpenStreetMap
1871-08-01,1871,USA,New York,Long Island,Shark fishing,Provoked,M,,,"Long Island, New York, USA",,,not_requested,Nominatim/OpenStreetMap
1871-03-24,1871,INDIA,"22ºN, 88ºE",Hoogly River at Multah,Bathing,Unprovoked,M,30.0,30-39,"Hoogly River at Multah, 22ºN, 88ºE, INDIA",,,not_requested,Nominatim/OpenStreetMap
,1871,AUSTRALIA,New South Wales,Jervis Bay & Long Reef,Fishing,Unprovoked,M,,,"Jervis Bay & Long Reef, New South Wales, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1872-11-30,1872,INDIAN OCEAN?,,,Swimming to avoid capture,Unprovoked,M,,,INDIAN OCEAN?,,,not_requested,Nominatim/OpenStreetMap
1872-10-10,1872,BAHAMAS,Abaco Islands,,Burning of the S.S. Missouri,Sea Disaster,M,,,"Abaco Islands, BAHAMAS",,,not_requested,Nominatim/OpenStreetMap
1872-08-07,1872,CROATIA,,Fiume,Fishing,Invalid,M,,,"Fiume, CROATIA",,,not_requested,Nominatim/OpenStreetMap
,1872,SOUTH ATLANTIC OCEAN,Off the coast of South America,,Adrift on a raft,Sea Disaster,M,,,"Off the coast of South America, SOUTH ATLANTIC OCEAN",,,not_requested,Nominatim/OpenStreetMap
1872-11-24,1872,AZORES,,,Inconnue,Invalid,M,,,AZORES,,,not_requested,Nominatim/OpenStreetMap
1872-04-03,1872,USA,Hawaii,Kawahae,Canoeing,Unprovoked,M,,,"Kawahae, Hawaii, USA",,,not_requested,Nominatim/OpenStreetMap
1872-02-26,1872,AUSTRALIA,Queensland,Bramble Reef,Wreck of the 150-ton brig Maria,Sea Disaster,,,,"Bramble Reef, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1872-01-28,1872,FIJI,Lomaiviti Provine,"Levuka Point, Ovalau Island",boat capsized,Invalid,M,,,"Levuka Point, Ovalau Island, Lomaiviti Provine, FIJI",,,not_requested,Nominatim/OpenStreetMap
,1873,CUBA,Havana Province,Havana Harbor,Swimming / escaping imprisonment,Unprovoked,M,27.0,20-29,"Havana Harbor, Havana Province, CUBA",,,not_found,Nominatim/OpenStreetMap
1873-07-28,1873,USA,Maryland,Chester River,Fishing (Seining),Provoked,M,,,"Chester River, Maryland, USA",,,not_requested,Nominatim/OpenStreetMap
1873-06-09,1873,AUSTRALIA,New South Wales,Newcastle,Bathing,Invalid,M,,,"Newcastle, New South Wales, AUSTRALIA",-32.9192953,151.7795348,geocoded,Nominatim/OpenStreetMap
1873-01-09,1873,AUSTRALIA,Queensland,White Cliffs,Bathing,Unprovoked,M,,,"White Cliffs, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
,1874,MEXICO,Veracruz,"Tlacotalpan, Vera Cruz",Bathing,Unprovoked,M,,,"Tlacotalpan, Vera Cruz, Veracruz, MEXICO",,,not_requested,Nominatim/OpenStreetMap
1874-07-15,1874,USA,New York,Coney Island,Bathing,Unprovoked,M,,,"Coney Island, New York, USA",,,not_requested,Nominatim/OpenStreetMap
1874-11-21,1874,AUSTRALIA,Queensland,Maryborough,Bathing,Unprovoked,M,,,"Maryborough, Queensland, AUSTRALIA",,,not_requested,Nominatim/OpenStreetMap
1874-07-23,1874,FRANCE,,,Fishing,Watercraft,,,,FRANCE,,,not_requested,Nominatim/OpenStreetMap
1874-04-20,1874,CANADA,Newfoundland,St. Pierre Bank,Fishing,Watercraft,M,,,"St. Pierre Bank, Newfoundland, CANADA",,,not_requested,Nominatim/OpenStreetMap
1874-06-15,1874,KIRIBATI,Gilbert Islands,Beru,Escaping from blackbirding vessel,Unprovoked,M,,,"Beru, Gilbert Islands, KIRIBATI",,,not_requested,Nominatim/OpenStreetMap
1874-01-01,1874,TUVALU,,Between Nanumea & Nanumaga Atolls,Fleet of canoes caught by a squall and charged by sharks.,Sea Disaster,,,,"Between Nanumea & Nanumaga Atolls, TUVALU",,,not_requested,Nominatim/OpenStreetMap
1874-11-14,1874,CROATIA,Zadar County,"Lika-Senj, Pag Island",Fishing,Watercraft,,,,"Lika-Senj, Pag Island, Zadar County, CROATIA",,,not_requested,Nominatim/OpenStreetMap
